Income,Credit_Score,Loan_Amount,Eligible
83352.97107608947,465.57534280887216,16203.960462261426,0
73577.46840747586,576.4471834465718,21753.81943578715,0
29028.97700544083,330.8968425410915,16459.869465048287,0
103530.2495589238,570.1026511607408,27002.791689730344,0
52078.006497173585,809.910845872135,23333.354660960846,0
38651.85103998543,357.96626995929284,49395.6270850697,0
24077.51415547639,720.4424004415274,7516.685755770155,0
79089.29431882419,525.319079356796,11398.161937430823,0
87756.43618422824,660.3455429883859,7377.165225887112,0
21658.782892785614,443.13012889187615,33162.85377420691,0
71209.3058299281,387.72074439774707,7452.917483617381,0
42649.57751979379,388.25443784917456,42639.78818192555,0
84517.279040945,338.77057010372954,28037.23838068675,0
37436.642900499144,402.1056876956836,28715.343106169017,0
89093.7738102466,665.3206617439325,30271.75284704874,0
58673.53463005374,784.9298365139294,12686.616783779482,0
113672.99887367345,747.7691270751391,13896.063640151939,1
33752.09441459933,676.8238704309663,19346.77952928521,0
54106.63510502585,360.7375248761065,31707.338711983313,0
31347.352124058907,459.0530954627724,14455.299917309654,0
112469.36182785628,470.3937814273579,10234.927720996755,1
107733.9353380981,437.47632051869164,48655.259888829445,0
45794.16277151556,583.2531128403477,5989.181666433031,0
85998.4046034179,594.55459818382,41121.38324012097,0
101722.22002012159,496.2872863441106,40461.581730875994,0
75520.08115994623,494.58403730503983,18374.635123029322,0
72965.05783560066,755.7055788483448,11103.197720329103,0
44185.22909004517,734.1110665758271,11553.289101744052,0
29310.27678058992,469.2877074244101,36384.422775673665,0
109721.57579533267,802.5836441302927,33926.296598877816,0
110041.80571633305,824.0482593513783,40223.55534131241,0
83310.1457273268,479.70839811652246,47186.65275795971,0
53902.979104870064,494.9337218361802,36136.73134699664,0
54920.95746126609,578.0987843820774,12013.319144814956,0
92595.56788702394,817.6164468935204,15954.91775444348,0
109711.0259952577,781.9756882282713,42898.71788929016,0
108708.64242651172,356.4123794209744,14418.773412539385,1
97987.55458576238,516.0019087992789,8263.504262951665,0
84203.16461542877,604.3541543623745,36647.60243190127,0
28413.996499504883,576.722859903347,23113.685997056393,0
36162.871409461375,406.624687365291,46401.802364565665,0
109855.41885270792,772.3492241424851,34261.47819921477,0
80642.90596595898,672.3174306482606,9068.854000624733,0
20919.705161662965,760.849606168492,47653.54552641473,0
30147.15428660321,772.3203536422097,16635.076863811068,0
86350.17691080557,711.5957195161568,20174.56206828286,0
20506.158384621867,541.5658306873445,23101.718615759393,0
36080.805141749865,635.8007152584835,7305.093338194096,0
74873.37893665861,388.2009733658587,27343.194000377218,0
89189.51976926932,670.5049796111992,10549.332098388151,0
85196.12595026006,398.5892906566044,23043.664700975827,0
42426.930946055974,681.6722747805862,20781.940459643793,0
91217.9221347536,426.2789884146828,39777.80375419265,0
43724.908749680006,364.653215082621,41142.673023472904,0
52539.96981592677,390.90646957862657,11903.579707508961,0
94649.14051180241,301.09567437048867,21494.80343206518,0
84963.28990472146,695.3067898194416,21800.892246432428,0
104922.3410494178,702.8205769821085,11813.469977123827,0
85761.28923003434,583.2133424522926,40930.40772730357,0
76830.86033354717,388.74954058046103,36825.27477509405,0
29367.476782809248,345.95488563087935,13567.180383366564,0
56771.58030594335,310.52093154050783,21502.48588672096,0
46520.236768172545,391.1614973308714,9761.22611854314,0
44398.96433790836,789.9705442407308,33269.296869186976,0
117301.05547524456,432.845262935925,10461.736604687885,1
59309.77246667604,494.84922996946864,49367.0375881213,0
109204.65551771133,357.9400164647333,40130.6933609538,0
83113.86259972629,422.29871761149366,22560.73473127978,0
99481.13035416484,585.5735139291128,31035.37695257095,0
70263.70931051922,634.2639757026088,46010.381729738394,0
77690.38846263592,434.9437727914161,29934.467617812177,0
69251.76938188639,331.75268757381446,12852.431887907984,0
39524.29877980445,515.0680780200693,22041.651001152168,0
92245.21152615054,428.8118540094838,42941.51892633854,0
48077.23624408558,420.75465777639107,33989.585719532806,0
22431.596643145385,827.9245414924004,34282.59729502101,0
84547.22959071677,638.9652672591483,44006.96685598201,0
37711.067940704896,606.2831437446528,45228.78758581271,0
114045.85843529143,528.6763069378271,46390.66573007463,0
115392.85770025874,535.9193833865793,9268.213696392024,1
111486.43902204485,597.4977521109445,29485.670088339542,0
57015.87002554444,683.036393869859,38322.92845482434,0
21545.66165288674,686.1803529000063,39061.70803071562,0
112831.85625877253,394.43164923799725,32302.229088650172,0
62818.41483173143,575.0620136421448,12505.430083265339,0
116665.48190436696,526.576952268756,40883.924927374894,0
116361.99770892528,778.7898314481613,37405.010008172554,0
105300.94554673601,647.280406670107,8876.109719706634,1
49444.88920695857,592.87723652879,25871.442110346932,0
58509.77286019253,363.4670531984045,12828.98297848116,0
105113.66715168569,633.1008391278763,20186.467057083733,0
51692.20051562777,364.46214812412836,5813.649149255844,0
36949.27466860925,485.46361656116363,23014.844078484122,0
75680.12624583501,378.56308064788254,29744.46145202947,0
113615.4774160781,680.640505863403,32881.21667721891,0
89602.9796674973,413.4386626098839,34857.06553079195,0
77006.1170089365,515.5226552534143,42633.1090896107,0
29717.649377076854,792.6211276903282,14695.830827407852,0
81500.72266991698,412.3740108694337,10421.682009731057,0
119005.38501042633,579.2927851773286,43319.17273540665,0
34008.4015236524,530.5994136413121,12047.576670169245,0
71832.96523637368,309.96822257515134,48864.20366012879,0
107737.30719279555,736.0169624650471,42914.220322938665,0
94076.86177542045,337.97524847302986,27539.447265031962,0
89701.5740995268,560.8402615373245,49163.96412149113,0
90248.40839871093,608.3730622164225,9381.95280986019,0
55949.11512197552,645.634551138023,18637.959252879577,0
49359.18442644934,678.7473961193316,33720.09867682752,0
100936.11554785137,439.2998109374933,20750.309081293046,0
101011.33946791808,305.48832716214713,46776.764839135634,0
106707.23185801037,697.8940142952016,7953.173968001791,1
111324.05525564712,594.6111296411682,29723.532442743406,0
71134.23988609378,759.8647367639868,31588.982032780154,0
70151.62946871997,751.7635995953818,34372.76556997509,0
99829.51789667751,763.8293922833357,16504.980049931648,0
84996.3930777765,566.8020629887471,21405.4892383939,0
90196.68772577033,483.4956177102761,42965.623834923994,0
99579.2669436101,735.3570114252535,13772.424603657193,0
109000.53418175664,548.2117621660902,42209.05312280129,0
53799.51568515358,400.893208021889,30319.49403062341,0
57558.2952639944,770.2357107588109,39298.438003733696,0
29398.1939840869,785.407932224791,37112.33148185622,0
77828.0140996174,556.4703658770936,14338.017292319555,0
23594.22737967421,341.6348500203831,30596.57313952428,0
66559.80181324601,513.3043494543122,44047.54187622916,0
74264.46347075766,741.9457127044318,24445.23065608682,0
48654.12521282844,795.9757157004258,48496.58466004925,0
79083.32605690107,411.9100083736777,25349.679504577314,0
23050.024993904943,336.8354866138993,11425.35365005481,0
23734.818874921442,782.5427492230613,22524.560603495294,0
102260.05606596582,514.1727164383814,47826.60828757417,0
56019.06414112629,597.9685303471598,19387.438220293443,0
32706.05126518848,832.4361966279174,44064.41719401783,0
72224.32600548043,336.6106003528226,44656.28067568504,0
96999.35530986109,656.5749040986525,20758.39359493825,0
41582.102749684316,340.7579824161769,8746.594612278444,0
82289.04758190003,506.5079106565752,37605.10591214682,0
28534.7464993768,742.0979998563957,19018.05345562937,0
25168.17211686077,538.409728015599,40231.56264159076,0
73135.4631568148,848.4502946466228,24919.46817171949,0
74063.51216101064,607.4826067206312,26837.00340541797,0
83742.99014982066,476.6391839497744,40005.923303684154,0
92609.13337226615,421.0612292476142,22206.349897773256,0
117585.20794625346,492.78629385738896,24940.730539531152,1
71630.03483011953,504.89330056775293,21928.571094632996,0
52295.647294124596,337.79252274817856,21530.3231874776,0
99518.61947687037,503.26580968472524,28667.59596056567,0
47083.22512620742,555.3311858565737,41395.97500255178,0
63897.14207056361,697.5057637313425,21279.574036515463,0
27845.638134226596,661.2012165968844,28591.46242419815,0
22535.07434154575,689.8211103760348,35182.72964491704,0
116264.8414677925,304.6000250322714,17124.775083664477,1
103598.01205122058,419.7170697692948,17488.526220607666,0
89597.4206093698,663.9263586199211,47003.59071605546,0
60895.29444142699,566.194152498861,37559.05579989898,0
37329.43200708458,302.9224116175903,30973.4004300489,0
35643.7042671086,742.4720533375023,34147.40244892754,0
45024.28981645953,725.0452653096856,6318.474939653826,0
74922.66647061205,601.6305396464595,32814.633450276364,0
91459.59227000624,336.5548291769497,27927.899295089086,0
86019.73767177312,721.5832772429216,29558.735590074604,0
47993.38969459428,621.0424732522501,21174.07220738677,0
115486.52806631941,730.0779874368775,8666.325397082384,1
93789.69166957685,713.4608458177122,13700.265512542348,0
75435.40525114007,741.6511395768105,47783.51209457023,0
81172.07462343523,584.9044365225436,23391.480302192027,0
61960.00624277899,377.1784850064332,26000.742012388888,0
44773.098950115746,669.1366103588288,7371.940543404755,0
55597.26786512616,641.2605817785839,6690.480329479126,0
95784.61104643691,708.2392529594979,37273.165117104094,0
21439.34886297559,393.43455332790444,29214.259885450007,0
31607.26405069162,407.23635994515905,27891.769289732,0
24600.264202175276,789.7252344706307,15940.603869020091,0
24072.880231897012,712.487789148639,38513.7829233465,0
105546.05840110072,799.5256687851777,12570.646059882136,0
90365.78593800237,717.2934266401564,13547.063464745901,0
67417.38290873251,628.4354182946661,25732.047710672396,0
29783.416065100148,659.7730053653305,17882.59379503734,0
69161.58751168323,789.0203581670055,16135.834155491586,0
67347.17707805657,618.3437149815672,34035.694004899924,0
37320.18699100152,647.815228380613,34293.7285348345,0
63385.1649237973,386.0621938019803,42103.26814099681,0
59850.47343973735,560.6566710638565,23796.885513783913,0
81585.00980522165,694.0184115769543,8288.82909617676,0
83509.36508676439,449.018484074001,17314.987321465596,0
24530.400977204452,411.2397992884942,49100.24584385676,0
57461.26146264712,472.60474452342856,31831.635885471595,0
82585.99157142364,432.8253453960584,36938.168816045916,0
70313.62585800877,418.2019503700177,5331.1023331436545,0
105648.98411883223,533.6679635774478,28319.25794821344,0
85869.36316189451,799.3111826359437,6688.78958893114,0
36293.44270814297,578.8828057062951,30615.35954411516,0
27056.874740042986,403.35620944842765,46434.68823362339,0
84241.92782063156,342.3344181594807,48578.86087251835,0
22651.131054162182,682.8858798258589,29324.870392501587,0
78577.55812734633,510.5393204400133,25619.21623634972,0
114023.02414249576,752.0070206219476,47525.76924118223,0
77547.4177875879,662.7309227524236,35312.44243985128,0
58816.99262065219,737.9327977977528,7920.467579228425,0
84328.82184423532,449.5703216801468,25957.65099503739,0
65825.28904915167,680.797407353582,15811.025830893675,0
74561.67893159349,445.23409158154533,26141.19446519067,0
114146.48087765252,816.4876636976604,25495.950740286276,1
58610.263780077425,650.0058548433559,31196.51612666339,0
116119.05638239143,478.48149009643816,21054.672065716306,1
110535.06419560638,448.23152426074995,12392.170225516762,1
39579.11347892965,405.0096217894039,27667.37455654803,0
26936.130087516547,682.0525273915503,42359.129795559296,0
30077.800137742663,420.29358714886,34880.5502630421,0
21822.182565154973,627.416796260119,20226.55396663471,0
29444.29607559284,445.54926480894653,47098.536024148576,0
88300.67734163569,664.0829196366277,46049.340706213196,0
27118.864846022898,748.2168506972965,14420.677972284444,0
51897.563029376135,727.9138837295593,6773.791330416334,0
104487.53109694546,718.46823201193,38358.8918757843,0
22327.193573582586,403.24732313073866,42242.4617607119,0
101446.84825889357,348.6117208414853,48553.90546781099,0
48185.47747733999,684.4218556680621,45042.637733973985,0
31816.482762165626,502.5909675868932,32024.06456928867,0
89673.71653641507,537.790424521841,28852.355264557136,0
82894.2846779884,317.13200103636507,6252.847306816383,0
107747.20135270529,442.76704710127706,16099.540108015002,0
93507.10438038858,318.52202213095524,25682.66382798169,0
100348.09303848486,783.5521749306862,33282.67550376055,0
48203.45725713065,433.8681757701918,30076.33249932848,0
37743.95437797228,606.5354432651544,38418.61953567607,0
95061.47516408583,321.4386263636217,17589.511889916837,0
100683.4739267264,666.7660652181119,30422.867344361297,0
119050.51420006734,477.66504016475164,8966.400952585645,1
61261.767691142646,793.8555528267161,23614.948561244313,0
57201.80857927832,788.4650039137198,38757.23748295705,0
97641.29607419968,478.90984009896124,36203.03840430698,0
54080.354025301785,795.5284926297574,49578.92317274805,0
113075.73256035647,847.8867204243284,17505.10066944902,1
105841.27518430118,753.9786152681714,27418.518462829063,0
62899.402737501834,764.6792412653759,19828.868619829853,0
95087.10677914973,436.95480485999946,24827.140132662862,0
95454.28740846824,617.186319371766,43562.75584412247,0
30312.38688359326,336.9907526820523,35789.4083834819,0
110255.29066795667,352.20486525191836,44709.85361064118,0
70525.2372447857,849.3909366183099,14157.99987493489,0
102645.74661077416,479.651587184251,44301.25030286471,0
52004.960103061174,711.5011516268655,7689.302338027299,0
109552.32284962005,743.665779164749,44986.96761967186,0
58920.167873416314,771.9127990539761,19808.320075732758,0
21083.765148029837,848.6955635711861,19156.443503632992,0
110538.19764192637,432.82306689127734,28043.985951439878,0
29128.667678613354,322.1929547728348,47331.05844754543,0
51931.36375904149,526.1553348970223,7150.161410663241,0
115006.1967050805,371.5443684059208,20850.39387818354,1
115060.71469375561,312.3342390391303,43545.73949075011,0
77343.78881232861,498.23475492781733,22822.451484596004,0
83183.72121697993,731.0560380913801,13962.060391868015,0
64844.552197831974,611.399380173789,24115.73815991353,0
49321.07716980645,472.02789406569474,22349.862567125117,0
52866.454536991594,659.8881030209959,46193.72906600165,0
87251.84560770384,427.6099991698459,39287.04690843937,0
95237.452943768,307.90979533964673,27730.200008480286,0
99157.90437258485,720.394362540035,49476.6755024707,0
98961.81427945539,643.058696675205,25937.488907416548,0
29120.610304869035,719.2664434755279,7620.702386912385,0
69442.03047025815,321.4159091782161,16802.34448167432,0
25755.87600166443,760.4157953068586,24623.171609869067,0
74952.88823237355,640.7394100199668,12060.618086575405,0
64153.050137337705,609.8674428919521,47640.43068458194,0
108770.41827582997,643.5377264629924,39508.20040179979,0
55091.50125520787,775.4382857776002,17072.924019249767,0
31706.701642760585,622.8150786073988,31586.204008306213,0
34299.16820528358,619.5227089384987,37465.21206993074,0
96151.06317174723,844.8735363861712,47357.55180080591,0
81821.80633162611,716.2015918877124,44673.59071289348,0
30112.267612279025,543.2615929981243,28183.650176219617,0
28410.680611499745,689.0683500181103,39859.36789068579,0
90096.913145912,514.0767594304837,30296.513922241324,0
27276.300636419353,425.88150436592446,29871.675052049304,0
102186.00592903561,628.2685322882677,10163.388125218637,0
90624.22271564962,810.5001539626733,10676.194610726843,0
28134.878064189976,811.0267360085045,28829.012676010585,0
28483.77140851919,488.0479029580197,17098.769524055297,0
118663.95785011754,590.2226064219323,5946.660610721088,1
57427.079575612035,416.3997442134237,37527.764175509554,0
57064.21470668909,847.5971102243859,6461.896851057423,0
101279.95672575026,839.6148493273647,31787.457849682454,0
114724.85773838586,657.229911339096,29263.720735729148,0
118600.1063822871,742.4277328226103,48596.6610760012,0
95337.81852589417,693.305088706035,26789.591270643876,0
57625.95855309158,626.2370204717075,7862.064637000882,0
28350.071669866877,329.34139834389373,29825.958551290776,0
97714.69159274368,550.1203884039636,42849.32767772456,0
75840.4249735805,671.1324661920758,49858.2177926648,0
62422.20092469763,672.6423876360266,24365.44281600826,0
110635.43850947359,505.21744013231097,19413.443412353412,1
31119.748230615136,817.9305926619168,45799.39836283995,0
69262.51042908592,392.0463677302296,13605.895808425461,0
21135.364476741906,575.1976954185584,32694.3011764817,0
66866.06419941262,679.9861871029525,23257.149088142647,0
25630.327568183733,683.4246932404951,6848.706422999988,0
31881.791626807193,656.7514262228485,20627.9813437564,0
31752.62467771049,451.4085173985231,16935.283512620357,0
84921.03021160635,385.9136127776421,35874.10192745691,0
94604.48792654232,649.7671797546909,47695.57239613632,0
78336.87650971596,629.6161638766907,17062.1234320387,0
116217.2548474542,398.64580565908255,41515.96726182568,0
57487.05795237041,687.8265300638099,7491.191762228429,0
48571.20862818607,550.344595453511,29215.44545179159,0
106859.91281894603,667.268325381734,8174.752866945257,1
42359.583851945266,760.5518938735829,47031.48460087877,0
116322.25394406113,393.35063571730774,39485.80762508256,0
21215.447468981634,310.52967739826016,34607.74600420665,0
116987.88267076391,728.5064225176827,42075.337173109896,0
24315.991195057613,635.3335838339387,34138.39080065734,0
109114.31136980711,684.8017632921669,48602.4978728431,0
72770.11090862998,760.9852362437534,37128.10765391472,0
119296.47961193003,741.5460141534752,46609.6374312011,0
27379.656473539886,828.5060808108535,28270.935140478712,0
75385.42844013208,594.764293368665,10267.898584183818,0
116930.25356190989,568.672597962948,28767.99746403577,1
72309.78441701489,521.0379599399016,10709.277262839198,0
82939.86381352626,384.5300735643125,31662.206562938227,0
89574.86889846172,614.9339780851124,26712.18772374483,0
65454.10647677732,452.3568883792883,33015.89290247518,0
82755.80800840634,806.7191317171365,5452.114147467421,0
78431.43119231003,620.7549423524036,13767.822124491384,0
110115.8010490989,626.0620992794607,27109.86943604589,0
24544.638034145788,495.20856348235554,47772.66027151107,0
48096.318959223034,328.5941435877391,22262.40681598213,0
115041.14840765587,317.4590709551437,24096.74117241356,1
109026.37838909164,532.8343292842586,37161.324005297996,0
65565.67527857129,346.51095795348084,32170.674077875312,0
82013.25978015368,633.7658255470765,18451.676754424996,0
47738.11829811327,784.5351531018116,23486.73780053425,0
38812.11597237613,785.6031490852972,14796.49094857546,0
66369.84049399821,662.4749755727278,48470.96566085939,0
55335.22280260528,416.17750731011205,10878.547170081187,0
78365.61118508721,774.6482572473797,21732.655305488875,0
27773.463696498482,787.3513894222644,6162.753749900504,0
117439.48076661665,408.1594717241273,14980.077137009588,1
118621.07444796029,705.5843471738725,40121.20122710697,0
89816.17140197451,457.58575190991763,14052.885452999575,0
73609.63663441205,741.4521717941113,8602.853113803452,0
50952.761628632776,848.4808449469815,26350.39309300355,0
101379.50197069487,316.51430293116607,5448.615563053332,0
88473.11725538793,793.5512261850126,8814.476949184993,0
36261.69393448913,642.4467934792619,41343.16413033388,0
111092.71844938425,835.3604405406517,39716.300518682285,0
102253.7242923169,555.7552346395352,46181.24691822032,0
114979.9913291924,766.0633618142556,43453.19461598373,0
92571.950838836,334.3167377290525,35742.900345791815,0
81341.519593579,484.40347754306265,7354.978578529828,0
61824.30362906189,336.8590957631655,40228.18780939959,0
113272.84833540133,836.4387234134888,43047.98648782522,0
106606.38895004084,749.3356489995101,40958.69655973795,0
24521.867010618942,768.9010816852838,27881.556588861175,0
22636.6974497252,815.8808772886418,15480.582739226675,0
57646.33668780496,346.80691736588193,43039.8489059927,0
101055.33307818329,512.0786758823333,37722.326438306234,0
118727.61293149444,339.06918897420115,49134.25284749832,0
35041.68911035282,415.93620585251574,12006.166899016982,0
79413.07153521352,426.1511773707198,15154.906237342477,0
58089.08566310215,558.0089660761682,14530.916744667622,0
116991.43978146031,447.7091920995034,40664.28954296015,0
104211.89231357088,355.5379587497686,13410.828340255317,0
103832.87047111378,392.12009900175923,7999.692342048775,0
66869.31597949703,381.00155995365003,49935.23629635329,0
61481.95023376652,835.192238851764,6116.774515031711,0
47340.70719307062,717.6108788051605,42585.982707148956,0
25637.549665092713,832.2688058982591,21441.507869779376,0
106472.23762550532,541.8572675793497,42872.69568910169,0
101290.10091300776,453.1026649144611,29957.922104501526,0
119971.76732861306,739.0612584650527,45573.405326886204,0
119663.68370739053,479.4396549226307,46678.6843886582,0
75543.17056026275,464.66085553794153,5409.41815763492,0
96898.74151805104,427.87829571430717,8393.547919675471,0
114476.5729882428,371.32343802332946,16266.142830688497,1
104964.73906774115,441.0546835592213,35119.19373635757,0
44734.81017431976,495.42586166063825,44972.24884301777,0
